day,log_return,volume,orders
316,0.019842224654549868,1867297.288293242,17
317,0.006988961076797949,1128002.6588448468,8
318,-0.022833582894829424,1074947.7128568634,9
319,0.014580925064659005,1573578.640927928,8
320,-0.0016348889771511325,1120748.8522507276,5
321,-0.003827814774742592,1352299.8420213023,13
322,0.02116484183565949,1359634.765199353,14
323,-0.013453048648954524,1903394.5248149794,12
324,0.0017877979185074034,1387823.153867742,9
325,0.022339180122850147,1202566.5780729442,8
326,-0.009303337727557141,1718094.5187059864,8
327,0.024542858935439813,883742.029248027,12
328,-0.011426121924769784,2382176.6002957933,8
329,0.00025555870826806217,1016530.0480676877,10
330,0.013196051692964715,1997764.9257122234,18
331,-0.016350746492211653,592853.8638118545,12
332,0.01677191755181751,2829334.280056926,12
333,0.01889063005753237,869093.5184960499,20
334,0.0076563826674411065,1757218.535773431,10
335,-0.010368209637433679,1115679.6938893946,13
336,0.00723929235440591,369454.3910689878,14
337,-0.007528969399972731,1777168.544119817,8
338,0.033030072409357014,1217033.9914077204,13
339,0.013697727287458628,1111324.32613558,9
340,0.008225398131636186,2086667.443458391,13
341,0.0008533556507320619,1650712.9863591092,14
342,0.0027609119909723268,1434239.1691364895,17
343,-0.00927627778010011,978340.3031046755,12
344,0.014966506083848816,2371367.59955564,13
345,-0.011583682405004604,3372103.2392608104,1
346,0.026942487159444833,1966550.1250325954,9
347,-0.0036192039239196826,648564.59792261,16
348,-0.013960685271712452,1149739.2393767592,13
349,0.010353920707404329,1637463.6282825044,18
350,-0.008811040885841342,558910.8065017983,18
351,-0.011518045062268834,1058718.9656201084,7
352,-0.029307836561704242,3433529.121670721,15
353,-0.020786540685242487,3231216.9226779025,16
354,0.018470218139889815,519752.76437706564,9
355,0.006449233521908027,1722195.3071072758,10
356,0.021262264463571608,886327.1044376238,9
357,0.00035704076704306777,1045834.933794058,13
358,-0.011082111868498258,800756.2826404854,10
359,-0.04955624432537975,2785225.232030732,11
360,0.024484219708917263,1214685.7527550324,13
361,-0.013823950875970952,2292934.02342526,6
362,-0.0014266565665773862,2815158.0957978577,10
363,-0.02209973313706536,728164.1814936738,19
364,0.006315523129395903,2694532.136828954,15
365,-0.002142810240205662,414964.4781565754,6
366,-0.006907924579835726,1717853.5891030496,14
367,-0.002718206845012143,729192.6396936859,12
368,-0.01366143773808924,1691634.5783456648,15
369,-0.0140835370278144,1840859.7909615033,11
370,0.03299835417856028,632212.6356672003,7
371,-0.016166902871372887,778276.1906985567,6
372,0.00495880944917527,626799.2367306328,19
373,0.017405311330721953,1346462.808543996,13
374,0.006031665877218291,1664000.2489632852,14
375,0.018273223193232577,1157606.6859340637,13
376,0.003366301378404317,1120930.4924058127,13
377,-0.021001689234598924,1197722.4134242167,7
378,0.020024425903491596,787119.0685774091,14
379,-0.003309615841189237,1620396.9354133578,13
380,0.013245806728039584,1487843.1270498235,10
381,0.021671534756390724,2256515.444592472,10
382,0.03181819463108107,1075356.2929552514,8
383,0.001244870087007405,1946605.2479887807,15
384,-0.006795356620145933,6746920.14467169,15
385,0.0074746704676318795,1095442.1063519374,8
386,-0.000883366512210377,1174254.5179941524,14
387,-0.014148724193200325,1347584.1098683423,16
388,-0.017846579954152564,639098.7557626332,13
389,0.029652374855412483,1176414.7452591574,11
390,-0.003781519168102397,1021268.1154192464,12
391,-0.037065507615206904,770986.0911629536,14
392,0.009911318669451679,906182.3037178783,18
393,-0.014460914735564379,669349.5310808662,19
394,0.015105757550666088,1230007.796214661,8
395,0.02272254087322093,1417999.6211410144,5
396,0.023746278261540247,1447047.8686356067,8
397,-0.013826358280668742,956031.5828886045,8
398,-0.01317986222366293,532813.8349662467,12
399,-0.007896773634134338,1079722.5584400413,15
400,0.03468642313915638,989454.9816535388,8
401,0.0013093457119104958,897630.4007034564,14
402,-0.0035352193417822293,344773.28387283057,16
403,0.040465611634676345,657838.0930803844,8
404,0.0042891874162140405,646222.8081279909,11
405,-0.001007994595016386,953631.7967147699,12
406,0.007525889588217843,1704059.2008507387,20
407,0.015031835535817453,744673.7775914167,25
408,-0.023195122069385676,3210307.04305744,11
409,0.01104784875962279,1119483.1890383784,16
410,-0.01824128099170075,2889810.3744971408,8
411,-0.006575764900702084,1092770.9027463968,11
412,0.0015109354373789572,1711723.5910899115,11
413,-0.006513859234601086,1086531.6915909357,12
414,0.0022584007104590213,1903844.3302446615,13
415,-0.030415504315738178,871877.7443309197,17
416,-0.021405883327547903,1176304.6565865516,9
417,-0.009908579484735773,2177190.89215232,14
418,0.0021341987739264424,949217.7433503809,10
419,0.002999310361553892,3006985.1734047295,16
420,-0.014421316394400622,403760.27796362387,12
421,-0.029622041523086954,1515887.8901652014,12
422,0.012492886396408335,1641843.89996909,14
423,0.004247621859707216,680237.2956322096,14
424,0.0186808795355405,1133832.448904339,10
425,0.012940965566649833,1700434.8250051402,11
426,-0.01951245189350375,2297410.0764181823,12
427,-0.01943148860197655,1897338.8952857861,16
428,-0.020826505032939185,2075017.953935255,17
429,-0.008652164299135774,1146162.4714312402,6
430,-0.0027185302755209756,2434621.7187099755,11
431,-0.013093958636574433,714892.332661717,11
432,-0.043015937929941635,1090290.6795763813,8
433,-0.009394913155168955,581400.9163002284,7
434,0.014421932574146073,503037.1755164854,14
435,0.01564777874523884,720218.3792384709,15
436,-0.011051845172642882,1271348.004411662,15
437,-0.028453468592337657,1352803.9064333371,12
438,-0.007758625507862435,2344636.0610929164,19
439,-0.031205029366074128,556756.3688161519,13
440,0.009904762131649788,1415279.429276674,11
441,0.008874633123228379,1126268.560777786,17
442,-0.006627509165396225,2183466.315703148,15
443,-0.04103482272233765,757122.1662743357,10
444,0.019401189415202025,753666.0772415415,10
445,0.022947029532510297,615835.4874276941,5
446,-0.004501424335691868,475524.23594218784,6
447,0.006939551354090409,2134062.7626254805,9
448,-0.012579017819841653,778793.3088651086,11
449,-0.014918062706117357,1713384.5543279252,12
450,0.014941028504665926,759262.1961931238,10
451,-0.008043601452274902,2356188.7671107147,11
452,0.03283389381156862,752340.0253903513,7
453,0.0287383598843157,678991.2843749183,8
454,0.009148040342047893,2767146.6347585935,11
455,-0.001511332238679189,2336699.2461468186,17
456,0.017405518339250636,3124637.5306014232,12
457,0.008779755815890446,2619727.899581473,15
458,0.029563412527863573,975186.1021322571,10
459,0.015155570055530367,1432560.5951954299,11
460,0.0027247074566669016,676011.0605529634,10
461,0.02408648327146943,3699284.894297402,16
462,0.021487679403204174,421438.87057808414,10
463,0.01882741229354497,1404209.4324165566,15
464,-0.019039650076675928,686481.1790683809,12
465,0.009183953310749868,1511088.954280889,18
466,-0.02431733555202894,399714.7435688009,11
467,-0.022207961843463218,523809.0740738821,16
468,0.0028143285323220498,794256.6722749843,14
469,-0.006457257230518636,1047565.4824419838,10
470,-0.02232534878170253,1358051.0259422716,9
471,0.03523700308898462,1532004.7767392858,13
472,0.011501949054761625,1159690.3502674836,13
473,-0.00608395170119063,376186.4847281401,14
474,-0.007073803886472703,985290.6234726298,17
475,0.032189851091065716,295900.13817121694,13
476,0.016708683246964992,2086242.6451699238,12
477,0.019311398566963258,1505942.035983526,8
478,-0.002942314698056034,672275.4501119839,11
479,0.003073759813216883,1336541.0349200803,11
480,0.012457971196480707,1740920.0022201173,15
481,0.012643285992637891,969875.95896731,9
482,0.014131746040209647,1370422.8878725264,10
483,-0.008904035233052816,1012935.8838260473,18
484,0.010611445358287029,2460401.563220568,10
485,-0.01693026819920674,879333.9770664229,15
486,-0.004707807375971047,1980759.610609621,14
487,-0.00024036418995625636,2418907.4823622694,11
488,-0.01989990343985807,1286943.7393147121,11
489,0.00017779389573834576,1019142.0554281968,11
490,-0.019365906776956363,1354682.8794049094,14
491,0.008560533202136466,1126704.7179685154,14
492,0.021273685450033313,817888.1876233497,12
493,-0.01030859378524748,821663.4881716898,12
494,-0.006974752330192348,2259799.7637855792,6
495,-0.030391850967973966,906872.0287808251,12
496,-0.0008794814135145226,1373169.1446620103,16
497,-0.00720543343993477,966428.0457396747,19
498,-0.02899818760382127,621856.5833794327,12
499,-0.005022186990603064,1539302.1935083156,14
500,0.02962844967218013,1012862.5483590104,6
501,-0.016586635594407793,670476.5394257728,14
502,0.004873646536122866,478884.48719416,14
503,0.025443023992554863,633393.3075819426,12
504,0.014152399783891665,673605.5625960857,7
505,-0.001167901362655237,804560.6050882855,9
506,0.025906336914903134,958057.3999876596,15
507,-0.01587741287668624,750382.3089433459,19
508,-0.00522457264395773,1646897.5100001714,16
509,-0.004377570881905173,1081919.7825052456,16
510,0.0008084016720142447,884729.0162467719,12
511,-0.013197060925865513,2641834.3993588933,9
512,-0.03476275336606809,844458.2559010808,17
513,0.016566364931192765,1391786.1914550115,10
514,-0.018843457850692722,909527.5741943291,8
515,0.002031470484596792,4542195.653860631,13
516,0.03678171840296841,741701.7650346645,13
517,-0.0015774547375863215,1538208.173743378,18
518,0.0014836942801025913,625949.096732982,14
519,-0.026559899740412767,1129631.8147101363,14
520,-0.010185000190463757,882437.4366590473,9
521,-0.00970820461853127,1779568.8614162155,9
522,-0.01050620016520296,2818865.3764106175,11
523,0.013590039969850146,1151062.7960661578,11
524,0.003271260497801567,2168103.859850438,13
525,0.005624827161539151,1744380.317726192,19
526,0.03054235428788576,1227168.5250019897,19
527,0.005066586738523727,994755.2491816599,11
528,-0.0019999438659290174,944649.488032767,10
529,-0.028746165660144245,1118778.1515820161,11
530,0.00017306586955719483,515801.13252627756,10
531,-0.013910593015658654,2177585.3626088253,18
532,0.01206491979628082,2306009.5006376402,13
533,0.003835150626314502,2732131.1651470386,24
534,-0.0013022880310936044,1001769.7913677897,11
535,0.0297720511315609,1065223.5457493898,15
536,0.0012284090665696282,1133501.1113221298,9
537,0.009315258160951445,1898432.457149862,10
538,0.0003403404102307882,1544388.278677863,11
539,-0.010795511084661862,1181414.37520971,14
540,0.014192723654085988,2193024.179380053,11
541,0.004600734862283614,2055132.7775337356,11
542,0.0014963950087034093,737184.656362393,13
543,0.004928381037710578,1306509.8130835656,19
544,0.012241066849448768,1006480.5228683273,16
545,-0.005776235086820883,1776746.9436575077,11
546,-0.019233249884979188,1142809.042674095,10
547,0.012711675906216859,984737.2424675771,13
548,-0.013493659286473605,657082.852850761,20
549,0.007271615399376103,1453437.5339430661,11
550,0.003472433534566022,1618597.1274525283,6
551,-0.0014319047781664973,785467.6353093009,14
552,0.007731633328373648,1114990.566945104,15
553,0.006720659979802592,1031625.218794953,13
554,0.0076584648609749825,630393.3308477156,13
555,-0.01321207270082033,739158.2363181176,19
556,-0.01779674107924918,2978345.9579422018,13
557,-0.01366616311457053,1929130.0394548886,7
558,0.006318056991130968,1456398.6225336853,11
559,-0.015194407664954725,2474639.370524876,9
560,-0.001424338307350366,1845093.436502999,11
561,0.031577552728076025,1477663.2225633764,14
562,0.010650765786978777,1539209.194896247,9
563,-0.027247352731691557,690677.5210357644,11
564,-0.010682539888682875,2829031.1054535843,10
565,-0.00246411832256253,2522876.9904308803,5
566,0.0206600194753107,770210.8220971507,12
567,0.0443110862556255,1642283.9951657471,13
568,-0.008386205911397689,786023.8257576567,7
569,-0.004958283917640416,1009156.7887112433,7
570,0.000699546573126148,721359.4144359527,8
571,0.007714562175258419,635052.0852842244,11
572,-0.00915273885236105,943964.2498318412,17
573,0.03402279773488273,1459859.5060898787,9
574,0.013407831121994165,1210519.528620517,13
575,0.016302225162867924,1603746.2246096737,10
576,0.00907734395277317,996413.5455146926,10
577,-0.03292081602972472,2640439.86729063,11
578,0.015257342009308573,1508354.2888747347,12
579,-0.008649651308086495,1162114.1527760553,15
580,0.048197448604141414,2657102.364905599,8
581,0.007175170849280602,578636.5250055954,13
582,-0.0036477691744177757,1122260.6242737416,12
583,-0.0019771773446276026,1582467.0231468598,10
584,0.02530412070864464,694761.1134107544,16
585,0.00011539724394981889,1079560.5467779317,15
586,0.0032363687654818184,1457562.7991912703,15
587,0.013295327874993549,1330884.886819128,9
588,0.021674012892390373,1153996.5624035168,8
589,0.013986756660097447,2415597.6364967497,7
590,0.0029737268659403657,2913351.1567027783,12
591,-0.030693497385220134,1152796.7313726482,18
592,-0.014994253468444881,2042084.4269562394,10
593,0.03327791829253699,1667057.756451882,13
594,-0.011351935037825975,1526079.2562189633,12
595,-0.0020119456528660622,660262.0419831323,15
596,-0.009538075565216061,1383378.5573752578,13
597,0.008138160208256038,1747382.4567826313,8
598,0.02841208133756217,884282.5359574046,12
599,0.02044857535840823,836715.081861476,9
600,0.03508588956559191,2093581.7439825996,12
601,-0.002519000293356369,3899753.469416156,12
602,-0.038438606596274426,786365.8776431449,7
603,-0.01338498944062224,729729.4221562505,12
604,-0.006516881848534665,1578168.328325019,9
605,0.006314914380487099,1368600.838395113,14
606,0.01568450428635771,1432083.7804595495,14
607,-0.021251174330099067,1009287.3247716102,9
608,0.019192479880842602,1063791.5835205717,14
609,0.021953313919246608,1893046.1315330022,12
610,-0.009068111092131952,2130553.31556334,13
611,-0.031031556276803273,451571.4294842005,12
612,0.01260049903035607,885439.3337481201,17
613,0.010002470602170323,2418842.814192941,10
614,-0.02796075055763642,2022361.3949865566,15
615,-0.0009119365936702717,941804.8135860264,10
616,-0.002392826206330509,717035.3483420454,10
617,0.0017338444999164882,595972.3330339964,11
618,0.010933934532161717,3882693.4020583676,14
619,0.01640988556910286,987518.762064814,15
620,-0.009529950866568446,640101.2888524551,8
621,-0.005474276677866122,1085317.9159735546,15
622,-0.02328628262703839,722511.5918203911,16
623,0.0030421439617249256,1473786.200098911,13
624,0.023427165900969778,3113902.5417197566,12
625,-0.01449799932212234,1351511.231697308,10
626,0.03003227127338555,431583.91309765476,17
627,0.02468111311307953,2709768.929632968,13
628,-0.020099741283282988,2710362.926367287,12
629,-0.015762053849075326,1762067.8764956705,9
630,-0.008079190776413352,1008694.7948511995,8
631,-0.02092684677000365,1854964.4968589845,12
632,0.0026415783772471874,1465339.975051133,15
633,0.004765002215655302,769390.0214394121,11
634,0.010920090819155424,532435.453466881,14
