track_id,t_sec,lat,lon,speed_mps
粤B·A1234,370,22.55062,113.952759,9.69
粤B·A1234,375,22.550823,113.953117,8.63
粤B·A1234,380,22.550944,113.953325,5.38
粤B·A1234,385,22.551134,113.95373,8.76
粤B·A1234,390,22.551323,113.954091,8.81
粤B·A1234,395,22.551532,113.954462,8.61
粤B·A1234,400,22.551689,113.954811,8.62
粤B·A1234,405,22.551914,113.955273,9.75
粤B·A1234,410,22.55202,113.955557,6.89
粤B·A1234,415,22.552176,113.955976,9.41
粤B·A1234,420,22.552435,113.956377,9.84
粤B·A1234,425,22.552717,113.956828,11.03
粤B·A1234,430,22.552944,113.957169,8.5
粤B·A1234,435,22.553169,113.957481,8.03
粤B·A1234,440,22.553417,113.957795,8.87
粤B·A1234,445,22.553606,113.958057,7.21
粤B·A1234,450,22.553911,113.958344,8.32
粤B·A1234,455,22.554189,113.958618,8.34
粤B·A1234,460,22.554425,113.958843,7.16
粤B·A1234,465,22.554743,113.959113,9.0
粤B·A1234,470,22.55502,113.959341,7.73
粤B·A1234,475,22.555336,113.95962,8.91
粤B·A1234,480,22.55562,113.959943,9.18
粤B·A1234,485,22.555817,113.960182,6.57
粤B·A1234,490,22.556102,113.960481,8.63
粤B·A1234,495,22.556455,113.960819,10.8
粤B·A1234,500,22.556717,113.961192,9.81
粤B·A1234,505,22.556934,113.961484,7.21
粤B·A1234,510,22.557108,113.961836,8.59
粤B·A1234,515,22.557332,113.962258,9.76
粤B·A1234,520,22.557608,113.962608,8.74
粤B·A1234,525,22.557802,113.963002,9.67
粤B·A1234,530,22.557906,113.963415,8.76
粤B·A1234,535,22.557961,113.963898,9.98
粤B·A1234,540,22.558005,113.964368,9.64
粤B·A1234,545,22.558059,113.964787,9.03
粤B·A1234,550,22.558169,113.965147,7.25
粤B·A1234,555,22.558293,113.965579,9.15
粤B·A1234,560,22.558412,113.965991,8.95
粤B·A1234,565,22.558573,113.966335,8.22
粤B·A1234,570,22.558767,113.96692,12.42
粤B·A1234,575,22.558934,113.967253,8.17
粤B·A1234,580,22.559141,113.967778,11.52
粤B·A1234,585,22.559302,113.968135,7.86
粤B·A1234,590,22.55944,113.968504,8.4
粤B·A1234,595,22.559628,113.968885,9.08
粤B·B5678,0,22.533811,113.930123,11.42
粤B·B5678,5,22.534242,113.930385,11.31
粤B·B5678,10,22.534632,113.930596,9.43
粤B·B5678,15,22.535081,113.930727,10.37
粤B·B5678,20,22.535537,113.930844,10.42
粤B·B5678,25,22.535995,113.930901,10.93
粤B·B5678,30,22.536653,113.930948,13.82
粤B·B5678,35,22.537205,113.930861,12.65
粤B·B5678,40,22.537729,113.930583,12.81
粤B·B5678,45,22.538224,113.930364,11.89
粤B·B5678,50,22.538584,113.930088,9.64
粤B·B5678,55,22.538949,113.929857,9.38
粤B·B5678,60,22.539395,113.929483,12.32
粤B·B5678,65,22.539698,113.92903,11.49
粤B·B5678,70,22.539914,113.928607,10.04
粤B·B5678,75,22.540182,113.928259,9.37
粤B·B5678,80,22.540613,113.927853,12.71
粤B·B5678,85,22.540914,113.927556,9.05
粤B·B5678,90,22.54117,113.92721,9.34
粤B·B5678,95,22.541424,113.92666,12.6
粤B·B5678,100,22.541646,113.926212,10.77
粤B·B5678,105,22.541843,113.925744,9.98
粤B·B5678,110,22.542067,113.92525,11.46
粤B·B5678,115,22.542327,113.924724,12.28
粤B·B5678,120,22.542499,113.924234,10.44
粤B·B5678,125,22.5427,113.923753,10.78
粤B·B5678,130,22.542862,113.923338,9.77
粤B·B5678,135,22.543005,113.922837,10.72
粤B·B5678,140,22.543141,113.922315,10.67
粤B·B5678,145,22.543249,113.921925,8.8
粤B·B5678,150,22.543403,113.921405,10.93
粤B·B5678,155,22.543527,113.920881,11.23
粤B·B5678,160,22.543729,113.920265,13.58
粤B·B5678,165,22.543884,113.919758,10.74
粤B·B5678,170,22.543991,113.919287,9.55
粤B·B5678,175,22.544238,113.918813,11.27
粤B·B5678,180,22.544554,113.918301,12.76
粤B·B5678,185,22.54486,113.917919,10.27
粤B·B5678,190,22.545133,113.917634,8.63
粤B·B5678,195,22.545537,113.917232,12.41
粤B·B5678,200,22.545825,113.916846,9.59
粤B·B5678,205,22.546272,113.916372,14.14
粤B·B5678,210,22.546707,113.915926,13.08
粤B·B5678,215,22.547054,113.91549,12.03
粤B·B5678,220,22.547442,113.915045,12.51
粤B·B5678,225,22.547811,113.914539,12.91
粤B·B5678,230,22.548167,113.914086,12.48
粤B·B5678,235,22.548479,113.913797,9.49
粤B·B5678,240,22.548848,113.913495,9.89
粤B·B5678,245,22.549204,113.913235,9.49
粤B·B5678,250,22.549725,113.913039,12.73
粤B·B5678,255,22.55031,113.912967,12.71
粤B·B5678,260,22.550747,113.912975,9.7
粤B·B5678,265,22.551257,113.912945,11.28
粤B·B5678,270,22.551727,113.912879,10.71
粤B·B5678,275,22.552297,113.912901,12.14
粤B·B5678,280,22.55269,113.913111,9.84
粤B·B5678,285,22.55325,113.913394,13.65
粤B·B5678,290,22.553591,113.913566,8.41
粤B·B5678,295,22.554074,113.91372,11.36
粤B·B5678,300,22.554577,113.913969,12.01
粤B·B5678,305,22.55508,113.9143,13.36
粤B·B5678,310,22.555451,113.91453,9.59
粤B·B5678,315,22.555926,113.914776,11.68
粤B·B5678,320,22.55639,113.914929,10.78
粤B·B5678,325,22.556805,113.915149,10.22
粤B·B5678,330,22.557207,113.915352,10.11
粤B·B5678,335,22.557591,113.91561,9.89
粤B·B5678,340,22.558022,113.915885,11.28
粤B·B5678,345,22.558439,113.91619,10.67
粤B·B5678,350,22.558818,113.916469,10.45
粤B·B5678,355,22.559117,113.916721,8.27
粤B·B5678,360,22.559603,113.917,12.18
粤B·B5678,365,22.560063,113.91721,11.45
粤B·B5678,370,22.560444,113.917335,8.83
粤B·B5678,375,22.560861,113.917543,9.96
粤B·B5678,380,22.56134,113.917866,12.71
粤B·B5678,385,22.561812,113.91825,12.73
粤B·B5678,390,22.562106,113.91848,8.23
粤B·B5678,395,22.562579,113.918823,12.87
粤B·B5678,400,22.563113,113.919173,13.8
粤B·B5678,405,22.563615,113.919478,12.74
粤B·B5678,410,22.564058,113.919738,11.21
粤B·B5678,415,22.564401,113.92002,9.39
粤B·B5678,420,22.564801,113.920424,11.76
粤B·B5678,425,22.565136,113.920695,9.64
粤B·B5678,430,22.565542,113.921111,12.39
粤B·B5678,435,22.565821,113.92157,10.9
粤B·B5678,440,22.566236,113.922088,14.15
粤B·B5678,445,22.566498,113.922539,11.29
粤B·B5678,450,22.56684,113.922942,11.27
粤B·B5678,455,22.567069,113.923323,9.04
粤B·B5678,460,22.567386,113.923762,11.28
粤B·B5678,465,22.567666,113.924164,10.48
粤B·B5678,470,22.567923,113.924652,11.78
粤B·B5678,475,22.56813,113.92511,10.29
粤B·B5678,480,22.568302,113.92555,9.77
粤B·B5678,485,22.568365,113.925983,9.15
粤B·B5678,490,22.56851,113.926383,8.94
粤B·B5678,495,22.568652,113.926881,10.21
粤B·B5678,500,22.56877,113.927365,10.66
粤B·B5678,505,22.568966,113.927949,12.48
粤B·B5678,510,22.569168,113.928366,9.94
粤B·B5678,515,22.569244,113.928972,12.42
粤B·B5678,520,22.569322,113.929415,9.1
粤B·B5678,525,22.569466,113.929883,9.8
粤B·B5678,530,22.569765,113.930362,11.91
粤B·B5678,535,22.570008,113.930752,9.55
粤B·B5678,540,22.57024,113.931226,11.24
粤B·B5678,545,22.570489,113.931626,9.81
粤B·B5678,550,22.570801,113.932157,12.88
粤B·B5678,555,22.571185,113.932629,12.64
粤B·B5678,560,22.571394,113.933035,9.68
粤B·B5678,565,22.571605,113.933528,11.65
粤B·B5678,570,22.571799,113.933898,8.49
粤B·B5678,575,22.571933,113.93433,9.21
粤B·B5678,580,22.572208,113.934802,11.49
粤B·B5678,585,22.57242,113.93525,10.43
粤B·B5678,590,22.572682,113.935824,12.79
粤B·B5678,595,22.572941,113.936222,10.57
粤B·C9012,0,22.533895,113.930058,13.41
粤B·C9012,5,22.534557,113.930149,14.75
粤B·C9012,10,22.535103,113.930189,11.97
粤B·C9012,15,22.535604,113.930246,11.38
粤B·C9012,20,22.536208,113.930279,13.28
粤B·C9012,25,22.536803,113.930418,13.72
粤B·C9012,30,22.537333,113.930523,11.98
粤B·C9012,35,22.537876,113.930651,12.22
粤B·C9012,40,22.53847,113.930772,13.32
粤B·C9012,45,22.538966,113.931011,12.36
粤B·C9012,50,22.539493,113.931274,12.59
粤B·C9012,55,22.539933,113.93148,10.81
粤B·C9012,60,22.540652,113.931873,17.4
粤B·C9012,65,22.541297,113.932157,15.33
粤B·C9012,70,22.541743,113.932377,11.3
粤B·C9012,75,22.542299,113.932748,14.36
粤B·C9012,80,22.542803,113.933016,13.09
粤B·C9012,85,22.543382,113.933402,14.64
粤B·C9012,90,22.543824,113.933789,12.91
粤B·C9012,95,22.544305,113.934186,13.03
粤B·C9012,100,22.544895,113.934555,15.41
粤B·C9012,105,22.545364,113.934843,11.72
粤B·C9012,110,22.545879,113.935164,13.03
粤B·C9012,115,22.546468,113.935462,15.08
粤B·C9012,120,22.546959,113.935781,12.08
粤B·C9012,125,22.547512,113.93607,14.19
粤B·C9012,130,22.547946,113.936334,11.12
粤B·C9012,135,22.548519,113.936663,14.07
粤B·C9012,140,22.549071,113.937044,14.3
粤B·C9012,145,22.549506,113.937394,12.04
粤B·C9012,150,22.549996,113.937781,13.75
粤B·C9012,155,22.550374,113.938202,11.98
粤B·C9012,160,22.550791,113.938703,13.74
粤B·C9012,165,22.551141,113.93902,9.72
粤B·C9012,170,22.551507,113.939496,13.06
粤B·C9012,175,22.552003,113.939985,14.91
粤B·C9012,180,22.552418,113.940283,11.35
粤B·C9012,185,22.552838,113.940817,13.67
粤B·C9012,190,22.553137,113.941052,8.44
粤B·C9012,195,22.553605,113.941213,10.94
粤B·C9012,200,22.554073,113.941286,10.83
粤B·C9012,205,22.554679,113.941266,13.08
粤B·C9012,210,22.555175,113.94123,11.08
粤B·C9012,215,22.555836,113.94117,14.99
粤B·C9012,220,22.556436,113.94097,13.29
粤B·C9012,225,22.556855,113.940732,11.21
粤B·C9012,230,22.557371,113.940389,13.35
粤B·C9012,235,22.557787,113.940035,11.83
粤B·C9012,240,22.558393,113.939685,15.22
粤B·C9012,245,22.558805,113.939414,10.94
粤B·C9012,250,22.559261,113.939098,11.68
粤B·C9012,255,22.559688,113.938874,10.61
粤B·C9012,260,22.56011,113.93868,10.09
粤B·C9012,265,22.560641,113.938399,13.46
粤B·C9012,270,22.561141,113.938164,12.05
粤B·C9012,275,22.561702,113.938,12.69
粤B·C9012,280,22.562284,113.937777,13.48
粤B·C9012,285,22.562816,113.937441,13.98
粤B·C9012,290,22.563264,113.937085,12.25
粤B·C9012,295,22.563777,113.936683,14.48
粤B·C9012,300,22.56419,113.936226,12.77
粤B·C9012,305,22.564657,113.93571,15.01
粤B·C9012,310,22.565114,113.935374,12.2
粤B·C9012,315,22.56558,113.935059,11.94
粤B·C9012,320,22.565941,113.934827,9.46
粤B·C9012,325,22.566497,113.934448,14.58
粤B·C9012,330,22.566965,113.934103,12.39
粤B·C9012,335,22.567346,113.933729,11.39
粤B·C9012,340,22.567662,113.933253,12.09
粤B·C9012,345,22.567908,113.932783,11.12
粤B·C9012,350,22.568261,113.932273,13.01
粤B·C9012,355,22.568627,113.931783,13.41
粤B·C9012,360,22.569064,113.931296,13.84
粤B·C9012,365,22.569574,113.930821,14.28
粤B·C9012,370,22.569905,113.930436,11.4
粤B·C9012,375,22.570333,113.930142,11.0
粤B·C9012,380,22.570913,113.929852,13.96
粤B·C9012,385,22.571324,113.929598,10.64
粤B·C9012,390,22.571853,113.929506,12.07
粤B·C9012,395,22.572535,113.929381,14.97
粤B·C9012,400,22.573055,113.929176,12.22
粤B·C9012,405,22.573519,113.928959,11.59
粤B·C9012,410,22.574058,113.928671,13.3
粤B·C9012,415,22.574521,113.928422,11.06
粤B·C9012,420,22.574975,113.928119,12.29
粤B·C9012,425,22.57543,113.92792,10.57
粤B·C9012,430,22.575979,113.927539,14.53
粤B·C9012,435,22.57653,113.927249,13.63
粤B·C9012,440,22.577055,113.926831,14.45
粤B·C9012,445,22.577484,113.926457,12.47
粤B·C9012,450,22.577936,113.926029,13.08
粤B·C9012,455,22.578403,113.925698,12.55
粤B·C9012,460,22.578709,113.925192,11.79
粤B·C9012,465,22.579119,113.924677,14.38
粤B·C9012,470,22.579515,113.924194,13.38
粤B·C9012,475,22.579903,113.923656,14.06
粤B·C9012,480,22.580219,113.923213,11.51
粤B·C9012,485,22.580503,113.922752,11.03
粤B·C9012,490,22.580858,113.922222,13.41
粤B·C9012,495,22.581218,113.92168,13.54
粤B·C9012,500,22.581683,113.92127,13.82
粤B·C9012,505,22.582158,113.920787,14.03
粤B·C9012,510,22.582608,113.920323,14.34
粤B·C9012,515,22.58312,113.919931,13.47
粤B·C9012,520,22.583531,113.919522,12.02
粤B·C9012,525,22.583937,113.919091,12.73
粤B·C9012,530,22.584449,113.918495,16.87
粤B·C9012,535,22.584745,113.917952,13.04
粤B·C9012,540,22.58501,113.91754,10.33
粤B·C9012,545,22.585382,113.917142,11.74
粤B·C9012,550,22.585789,113.916709,12.41
粤B·C9012,555,22.586208,113.916385,11.58
粤B·C9012,560,22.586678,113.915961,13.7
粤B·C9012,565,22.587324,113.915577,16.05
粤B·C9012,570,22.587817,113.915299,12.47
粤B·C9012,575,22.588401,113.915032,14.14
粤B·C9012,580,22.589072,113.914796,15.6
粤B·C9012,585,22.589729,113.914682,14.72
粤B·C9012,590,22.590292,113.91465,12.25
粤B·C9012,595,22.59103,113.914527,16.71
