household_id,education,age,income
H0083,high_school,47,7914.92
H0084,high_school,26,4401.68
H0085,bachelor,59,31051.29
H0086,high_school,28,5386.02
H0087,bachelor,44,12662.66
H0088,master,58,47862.86
H0089,bachelor,43,20557.36
H0090,high_school,41,8773.16
H0091,high_school,43,6055.77
H0092,master,55,42650.94
H0093,high_school,51,7435.51
H0094,bachelor,38,27500.07
H0095,master,32,18356.28
H0096,high_school,33,5486.22
H0097,bachelor,36,19424.7
H0098,high_school,24,4454.19
H0099,bachelor,40,21878.28
H0100,master,43,34395.7
H0101,high_school,51,4246.05
H0102,master,35,32969.62
H0103,bachelor,45,24356.25
H0104,master,34,40571.55
H0105,master,57,34258.04
H0106,bachelor,25,10002.11
H0107,high_school,33,6398.29
H0108,high_school,22,5091.02
H0109,high_school,37,3770.89
H0110,bachelor,56,32636.79
H0111,high_school,57,4944.49
H0112,bachelor,35,15593.31
H0113,high_school,28,6829.77
H0114,bachelor,24,16165.3
H0115,high_school,26,7888.21
H0116,master,35,32895.09
H0117,high_school,47,5680.61
H0118,bachelor,37,21935.31
H0119,high_school,56,9415.13
H0120,high_school,44,4686.94
H0121,bachelor,40,14679.91
H0122,bachelor,49,18763.81
H0123,high_school,29,4314.04
H0124,bachelor,32,10428.41
H0125,bachelor,48,40818.02
H0126,high_school,55,6922.94
H0127,high_school,30,9462.05
H0128,master,45,35771.8
H0129,bachelor,42,17152.6
H0130,bachelor,31,12452.41
H0131,master,57,42023.31
H0132,high_school,34,8470.99
H0133,bachelor,37,16169.42
H0134,bachelor,59,18080.46
H0135,master,23,23139.28
H0136,high_school,46,4928.78
H0137,bachelor,51,19705.69
H0138,bachelor,35,19488.4
H0139,bachelor,33,15421.51
H0140,bachelor,42,21114.45
H0141,master,48,31778.8
H0142,high_school,37,5464.57
H0143,high_school,59,11987.02
H0144,high_school,54,6300.16
H0145,high_school,59,6704.47
H0146,high_school,35,9631.13
H0147,high_school,46,7249.49
H0148,high_school,25,5602.57
H0149,high_school,36,10481.87
H0150,high_school,29,5987.11
H0151,bachelor,59,17270.9
H0152,high_school,26,2999.31
H0153,bachelor,48,30967.64
H0154,master,49,27000.12
H0155,high_school,39,8343.13
H0156,high_school,58,6779.41
H0157,bachelor,29,14693.99
H0158,bachelor,41,14669.36
H0159,high_school,37,7947.47
H0160,master,35,53139.2
H0161,high_school,30,5387.48
H0162,high_school,30,4539.13
H0163,high_school,57,8116.69
H0164,high_school,54,15980.71
H0165,high_school,57,9173.85
H0166,high_school,59,15681.52
H0167,bachelor,44,14464.11
H0168,bachelor,34,16149.59
H0169,bachelor,33,19498.78
H0170,master,47,33329.02
H0171,high_school,53,7645.03
H0172,bachelor,52,12122.15
H0173,high_school,26,4956.76
H0174,high_school,31,6200.0
H0175,bachelor,28,20713.44
H0176,bachelor,29,14995.3
H0177,bachelor,37,25961.09
H0178,bachelor,51,27086.03
H0179,bachelor,45,27470.96
H0180,bachelor,53,21712.14
H0181,high_school,40,8354.86
H0182,bachelor,51,19917.86
H0183,bachelor,23,15278.18
H0184,bachelor,22,11606.66
H0185,high_school,41,6492.05
H0186,bachelor,27,11016.0
H0187,bachelor,30,21274.68
H0188,bachelor,53,26054.27
H0189,high_school,34,8382.98
H0190,bachelor,27,15212.02
H0191,bachelor,35,10159.51
H0192,bachelor,50,20642.62
H0193,bachelor,53,25711.86
H0194,high_school,22,7618.4
H0195,bachelor,41,20097.34
H0196,high_school,30,14041.58
H0197,bachelor,48,34795.34
H0198,master,55,35607.18
H0199,master,32,40727.83
H0200,high_school,59,5608.75
H0201,bachelor,53,30544.84
H0202,master,51,27592.53
H0203,bachelor,59,17057.56
H0204,master,23,49060.2
H0205,high_school,44,10120.99
H0206,master,26,44909.42
H0207,master,33,27994.71
H0208,high_school,55,9141.36
H0209,master,59,37556.94
H0210,high_school,26,9264.95
H0211,high_school,26,5019.04
H0212,high_school,25,3382.91
H0213,high_school,26,4629.59
H0214,master,35,37573.44
H0215,high_school,30,4341.53
H0216,bachelor,30,12016.14
H0217,high_school,23,3224.03
H0218,bachelor,28,18064.22
H0219,high_school,26,4117.7
H0220,high_school,25,8233.7
H0221,bachelor,35,12968.32
H0222,bachelor,34,17691.0
H0223,bachelor,32,14536.87
H0224,master,57,25778.87
H0225,high_school,26,5641.06
H0226,bachelor,52,21699.47
H0227,high_school,49,5238.28
H0228,high_school,49,7626.88
H0229,bachelor,25,17007.78
H0230,bachelor,29,24915.8
H0231,high_school,47,7584.76
H0232,bachelor,52,11716.63
H0233,bachelor,58,30046.15
H0234,bachelor,40,32531.75
H0235,bachelor,32,23434.09
H0236,master,42,31123.3
H0237,high_school,29,5205.03
H0238,high_school,48,17882.61
H0239,high_school,30,6429.37
H0240,high_school,29,4510.65
H0241,high_school,32,5613.15
H0242,master,45,32531.88
H0243,high_school,31,6607.45
H0244,high_school,46,11609.13
H0245,bachelor,59,17070.43
H0246,high_school,53,8916.74
H0247,bachelor,56,16155.84
H0248,high_school,56,5828.14
H0249,high_school,25,4636.81
H0250,high_school,22,5297.13
H0251,high_school,43,9194.6
H0252,high_school,38,7830.76
H0253,bachelor,39,18779.97
H0254,master,52,40056.8
H0255,master,47,22816.38
H0256,bachelor,54,31875.69
H0257,high_school,52,6047.37
H0258,bachelor,28,24320.81
H0259,bachelor,42,22318.1
H0260,high_school,22,4610.1
H0261,bachelor,47,16643.42
H0262,high_school,54,8049.56
H0263,bachelor,24,13967.87
H0264,high_school,50,8476.19
H0265,high_school,53,6575.0
H0266,high_school,54,7808.99
H0267,high_school,38,4411.22
H0268,bachelor,24,19330.39
H0269,bachelor,47,41456.61
H0270,high_school,35,9056.92
H0271,high_school,33,6865.02
H0272,high_school,31,3478.73
H0273,high_school,29,7332.65
H0274,high_school,53,6550.18
H0275,master,35,19846.09
H0276,high_school,39,5267.6
H0277,master,51,54764.8
H0278,high_school,28,2841.56
H0279,bachelor,55,21097.11
H0280,high_school,46,8774.67
H0281,high_school,43,8083.1
H0282,bachelor,53,22654.18
H0283,high_school,38,8128.61
H0284,bachelor,52,32917.67
H0285,bachelor,56,22661.6
H0286,high_school,48,8057.62
H0287,high_school,54,10802.72
H0288,bachelor,28,24394.13
H0289,high_school,49,4852.42
H0290,bachelor,40,18094.27
H0291,bachelor,22,22205.44
H0292,master,30,24364.93
H0293,high_school,59,13429.54
H0294,bachelor,43,24054.77
H0295,high_school,55,10095.82
H0296,bachelor,46,18587.14
H0297,bachelor,42,24389.55
H0298,high_school,30,7174.89
H0299,high_school,32,4712.61
H0300,high_school,57,6158.49
H0301,high_school,39,5112.61
H0302,bachelor,41,14945.83
H0303,high_school,46,12558.04
H0304,bachelor,49,17993.24
H0305,high_school,30,10453.07
H0306,bachelor,33,25857.08
H0307,master,58,35539.81
H0308,high_school,51,11867.2
H0309,bachelor,24,17624.4
H0310,high_school,30,6619.0
H0311,bachelor,46,10715.27
H0312,bachelor,52,21707.21
H0313,bachelor,23,17603.08
H0314,high_school,50,10259.55
H0315,high_school,47,6595.82
H0316,master,45,27007.71
H0317,bachelor,32,19331.42
H0318,bachelor,37,19709.32
H0319,high_school,39,4718.42
H0320,bachelor,29,18893.98
H0321,high_school,30,7225.93
H0322,high_school,43,9810.89
H0323,high_school,33,5799.33
H0324,bachelor,43,20659.31
H0325,bachelor,23,14574.1
H0326,high_school,22,7568.48
H0327,high_school,54,8961.35
H0328,high_school,45,4938.84
H0329,bachelor,37,16802.71
H0330,bachelor,44,17645.87
H0331,bachelor,43,29901.35
H0332,bachelor,30,21491.16
H0333,master,27,33424.35
H0334,high_school,47,4908.81
H0335,high_school,53,6766.09
H0336,bachelor,31,10871.54
H0337,bachelor,37,34997.87
H0338,high_school,51,8012.19
H0339,bachelor,22,22401.57
H0340,master,58,34281.57
H0341,bachelor,24,20531.14
H0342,master,48,34144.42
H0343,master,44,38009.43
H0344,high_school,31,10937.82
H0345,bachelor,33,14718.95
H0346,high_school,58,13313.5
H0347,high_school,35,8253.29
H0348,master,55,26711.51
H0349,bachelor,46,21912.78
H0350,high_school,27,4824.73
H0351,high_school,45,4687.41
H0352,master,32,20615.33
H0353,high_school,32,5356.93
H0354,bachelor,32,40072.96
H0355,master,44,21275.19
H0356,master,26,20264.58
H0357,bachelor,34,24038.32
H0358,master,51,46954.72
H0359,bachelor,51,19411.25
H0360,bachelor,36,21149.24
H0361,high_school,25,6529.19
H0362,bachelor,23,15575.35
H0363,bachelor,25,16867.53
H0364,high_school,23,5012.47
H0365,master,53,25074.69
H0366,master,31,25842.63
H0367,bachelor,33,25627.87
H0368,master,36,26848.8
H0369,master,33,38044.5
H0370,bachelor,25,12974.32
H0371,high_school,45,6037.75
H0372,master,26,17793.54
H0373,master,30,22235.37
H0374,high_school,57,9133.49
H0375,master,39,26691.83
H0376,high_school,33,2617.33
H0377,high_school,57,7893.62
H0378,high_school,48,8184.37
H0379,high_school,26,4986.86
H0380,high_school,51,7805.5
H0381,bachelor,25,16609.96
H0382,high_school,43,10661.21
H0383,bachelor,50,19746.7
H0384,bachelor,25,15853.45
H0385,high_school,33,10217.77
H0386,bachelor,55,11887.12
H0387,bachelor,48,16189.28
H0388,high_school,33,5861.18
H0389,bachelor,35,18381.26
H0390,bachelor,24,8708.85
H0391,bachelor,46,20548.04
H0392,high_school,26,7549.96
H0393,high_school,34,4235.26
H0394,master,22,31125.52
H0395,high_school,27,7377.39
H0396,high_school,33,6878.07
H0397,high_school,30,4180.67
H0398,master,54,28837.72
H0399,bachelor,30,16926.67
H0400,master,29,23364.89
H0401,high_school,57,19826.74
H0402,high_school,57,9965.26
H0403,bachelor,31,11525.1
H0404,master,34,56870.14
H0405,bachelor,27,12039.08
H0406,bachelor,54,17423.32
H0407,high_school,31,13308.49
H0408,master,23,26565.01
H0409,bachelor,43,21084.96
H0410,high_school,37,8742.87
H0411,bachelor,24,14789.77
H0412,high_school,57,6013.44
H0413,bachelor,47,33989.79
H0414,bachelor,55,18178.0
H0415,high_school,24,5384.44
H0416,high_school,29,7300.75
H0417,high_school,54,5203.15
H0418,high_school,46,7521.79
H0419,master,38,43598.85
H0420,high_school,52,10641.67
H0421,high_school,46,8719.69
H0422,high_school,38,3408.47
H0423,high_school,32,6884.75
H0424,bachelor,58,21656.17
H0425,high_school,35,5105.74
H0426,bachelor,30,14259.13
H0427,high_school,27,7779.37
H0428,master,37,32986.17
H0429,high_school,39,5881.24
H0430,high_school,54,11280.94
H0431,bachelor,52,18837.21
H0432,high_school,33,10214.13
H0433,high_school,31,8147.34
H0434,high_school,55,4148.66
H0435,bachelor,22,11974.39
H0436,bachelor,59,18257.75
H0437,high_school,59,10471.38
H0438,high_school,31,3521.42
H0439,high_school,28,8076.17
H0440,high_school,57,8991.77
H0441,high_school,22,3170.57
H0442,master,30,16658.5
H0443,high_school,59,8500.71
H0444,high_school,37,7081.24
H0445,high_school,55,9135.21
H0446,high_school,44,6861.86
H0447,bachelor,59,31425.41
H0448,high_school,57,8477.65
H0449,bachelor,40,17092.79
H0450,bachelor,28,12826.01
H0451,high_school,52,5785.1
H0452,high_school,28,5764.22
H0453,bachelor,52,18411.91
H0454,master,59,22422.39
H0455,bachelor,28,27138.97
H0456,bachelor,41,21732.92
H0457,high_school,30,6214.45
H0458,high_school,51,8371.23
H0459,bachelor,51,16649.9
H0460,high_school,35,8638.59
H0461,high_school,49,7209.71
H0462,high_school,47,8827.82
H0463,bachelor,50,14011.51
H0464,master,24,24133.73
H0465,bachelor,47,21322.85
H0466,master,59,30099.03
H0467,high_school,36,7081.48
H0468,high_school,52,6931.46
H0469,bachelor,35,11677.18
H0470,high_school,55,8985.02
H0471,high_school,44,9788.08
H0472,master,35,40791.61
H0473,bachelor,26,30517.99
H0474,bachelor,31,22284.48
H0475,bachelor,47,35145.92
H0476,bachelor,32,34001.85
H0477,high_school,27,2882.61
H0478,high_school,49,9052.05
H0479,high_school,37,6461.58
H0480,high_school,54,7148.58
H0481,bachelor,24,19551.84
H0482,high_school,40,5682.72
H0483,bachelor,54,24023.02
H0484,bachelor,24,13321.35
H0485,high_school,39,7919.6
H0486,bachelor,23,12370.6
H0487,master,56,36645.07
H0488,master,48,38036.57
H0489,high_school,34,9552.75
H0490,master,37,56340.15
H0491,bachelor,45,11030.65
H0492,high_school,41,5084.14
H0493,bachelor,57,26435.36
H0494,bachelor,39,24063.18
H0495,bachelor,49,17694.54
H0496,high_school,54,9373.05
H0497,bachelor,22,14950.25
H0498,high_school,39,8415.29
H0499,high_school,33,6439.95
H0500,bachelor,48,32231.78
H0501,bachelor,50,12208.02
H0502,master,42,28205.54
H0503,high_school,32,6411.37
H0504,high_school,23,7652.53
H0505,high_school,51,6415.81
H0506,bachelor,44,24261.12
H0507,high_school,44,7075.04
H0508,bachelor,28,13906.0
H0509,high_school,38,9330.76
H0510,bachelor,44,17648.87
H0511,bachelor,59,23512.34
H0512,master,54,38798.68
H0513,bachelor,40,9665.38
H0514,high_school,37,5344.37
H0515,master,27,33418.17
H0516,master,41,44779.1
H0517,bachelor,53,13427.2
H0518,high_school,40,6554.16
H0519,high_school,41,12129.9
H0520,bachelor,29,13929.34
H0521,bachelor,41,23174.4
H0522,high_school,39,8351.0
H0523,high_school,34,4477.91
H0524,high_school,35,5672.6
H0525,high_school,43,9298.45
H0526,master,47,25757.76
H0527,bachelor,27,14557.46
H0528,high_school,42,8754.13
H0529,bachelor,35,14665.83
H0530,bachelor,45,23470.06
H0531,bachelor,34,12675.35
H0532,bachelor,31,16155.85
H0533,bachelor,59,30276.69
H0534,bachelor,33,17139.27
H0535,bachelor,35,9272.76
H0536,bachelor,37,13281.74
H0537,high_school,37,7274.15
H0538,bachelor,59,17833.4
H0539,bachelor,41,16147.96
H0540,bachelor,51,18358.72
H0541,high_school,35,8785.52
H0542,bachelor,58,41106.63
H0543,bachelor,39,19251.72
H0544,bachelor,22,11717.0
H0545,high_school,24,4310.13
H0546,bachelor,51,21530.28
H0547,bachelor,42,16910.02
H0548,bachelor,50,21326.79
H0549,bachelor,42,25584.36
H0550,bachelor,59,22401.17
H0551,master,32,31076.22
H0552,high_school,50,5230.11
H0553,master,56,43280.21
H0554,bachelor,56,16519.93
H0555,high_school,37,7063.94
H0556,high_school,40,5078.34
H0557,master,47,25717.0
H0558,high_school,50,5848.73
H0559,bachelor,36,14844.48
H0560,master,24,30645.79
H0561,master,31,32085.49
H0562,bachelor,43,27748.43
H0563,bachelor,43,14821.95
H0564,bachelor,57,19717.9
H0565,high_school,35,6653.09
H0566,high_school,32,4739.81
H0567,bachelor,37,11025.11
H0568,high_school,53,6692.68
H0569,high_school,22,6029.77
H0570,bachelor,32,18264.82
H0571,high_school,28,6053.86
H0572,high_school,42,10488.85
H0573,bachelor,36,16928.31
H0574,bachelor,40,25428.11
H0575,bachelor,46,15373.5
H0576,high_school,24,5576.66
H0577,high_school,25,5558.01
H0578,high_school,27,9830.97
H0579,high_school,48,7476.34
H0580,bachelor,59,20932.55
H0581,high_school,57,12130.84
H0582,bachelor,29,13994.77
H0583,master,39,35589.99
H0584,master,22,17024.17
H0585,bachelor,29,10435.01
H0586,master,31,19277.55
H0587,bachelor,36,21445.16
H0588,bachelor,39,33748.44
H0589,bachelor,34,13731.76
H0590,master,37,29776.81
H0591,high_school,42,6673.59
H0592,bachelor,38,26417.37
H0593,bachelor,58,22326.52
H0594,bachelor,55,19518.9
H0595,high_school,58,11345.68
H0596,master,24,22110.52
H0597,high_school,23,5833.8
H0598,bachelor,58,28440.25
H0599,bachelor,28,12377.92
H0600,high_school,50,9832.11
H0601,high_school,40,4700.49
H0602,high_school,35,12912.66
H0603,high_school,51,7335.81
H0604,high_school,29,8382.68
H0605,high_school,28,7095.25
H0606,bachelor,45,30395.5
H0607,high_school,50,13373.44
H0608,master,34,23525.03
H0609,high_school,29,3145.08
H0610,bachelor,38,15748.23
H0611,high_school,40,3499.01
H0612,high_school,43,8600.79
H0613,high_school,57,8483.94
H0614,high_school,37,7362.8
H0615,high_school,49,7668.5
H0616,high_school,40,4652.06
H0617,high_school,47,4132.65
H0618,bachelor,25,11434.42
H0619,high_school,23,3842.54
H0620,bachelor,49,21180.14
H0621,high_school,48,5310.37
H0622,high_school,36,5959.69
H0623,bachelor,53,16232.77
H0624,bachelor,25,9473.76
H0625,bachelor,55,20567.85
H0626,bachelor,54,33120.45
H0627,master,57,41890.19
H0628,high_school,58,9469.92
H0629,bachelor,26,7743.56
H0630,high_school,23,7930.04
H0631,master,22,29025.43
H0632,high_school,35,3793.59
H0633,high_school,31,8647.76
H0634,bachelor,52,21747.76
H0635,high_school,36,3415.63
H0636,bachelor,52,27263.75
H0637,bachelor,52,29766.37
H0638,bachelor,39,13989.94
H0639,high_school,45,7935.03
H0640,bachelor,22,18112.47
H0641,bachelor,52,14287.79
H0642,bachelor,26,21884.72
H0643,high_school,37,7308.0
H0644,high_school,27,5210.76
H0645,bachelor,28,11497.22
H0646,bachelor,56,15712.82
H0647,bachelor,22,18202.36
H0648,high_school,27,4940.8
H0649,bachelor,29,14840.46
H0650,bachelor,26,10467.59
H0651,master,33,32091.69
H0652,bachelor,37,12791.43
H0653,high_school,51,6148.14
H0654,high_school,55,10177.42
H0655,high_school,48,8984.26
H0656,high_school,49,9879.43
H0657,bachelor,26,16800.48
H0658,high_school,49,10036.65
H0659,bachelor,22,10058.12
H0660,high_school,32,9334.22
H0661,high_school,39,6145.51
H0662,high_school,49,6040.4
H0663,bachelor,48,18421.92
H0664,master,52,37683.01
H0665,high_school,24,5121.6
H0666,high_school,49,5663.94
H0667,high_school,38,9688.03
H0668,high_school,34,6249.09
H0669,high_school,52,7309.14
H0670,high_school,36,4760.36
H0671,bachelor,41,32803.17
H0672,bachelor,55,17531.56
H0673,high_school,56,7590.72
H0674,master,35,27706.72
H0675,bachelor,59,12441.67
H0676,bachelor,35,27830.46
H0677,bachelor,54,16182.94
H0678,high_school,52,8696.7
H0679,master,57,37808.81
H0680,high_school,42,6184.9
H0681,high_school,58,9218.31
H0682,bachelor,32,9098.19
H0683,bachelor,52,20687.81
H0684,high_school,34,3708.85
H0685,master,33,15041.05
H0686,bachelor,45,25239.74
H0687,high_school,41,6225.68
H0688,bachelor,24,15416.18
H0689,master,27,28566.94
H0690,bachelor,30,13730.19
H0691,bachelor,22,12963.48
H0692,bachelor,54,27114.23
H0693,bachelor,40,20872.69
H0694,bachelor,47,25209.39
H0695,master,40,43784.09
H0696,bachelor,57,17265.87
H0697,high_school,51,5576.22
H0698,bachelor,58,15592.05
H0699,bachelor,28,18691.86
H0700,bachelor,36,17009.57
H0701,high_school,37,5032.52
H0702,high_school,45,9516.26
H0703,high_school,37,7040.6
H0704,high_school,52,8825.7
H0705,high_school,46,5847.19
H0706,high_school,35,6018.1
H0707,high_school,36,5857.54
H0708,master,27,31539.8
H0709,master,49,40134.51
H0710,high_school,59,10228.77
H0711,master,22,46180.79
H0712,high_school,26,3489.23
H0713,high_school,49,7919.88
H0714,bachelor,55,32593.5
H0715,bachelor,37,16384.48
H0716,master,32,25014.06
H0717,high_school,33,7866.74
H0718,bachelor,53,18478.26
H0719,bachelor,48,13393.53
H0720,bachelor,29,19841.41
H0721,high_school,51,9126.6
H0722,high_school,25,3862.05
H0723,high_school,53,14088.31
H0724,master,41,50287.49
H0725,high_school,50,7656.8
H0726,high_school,44,8298.48
H0727,high_school,27,6248.71
H0728,master,59,73371.03
H0729,bachelor,48,16305.33
H0730,bachelor,55,21528.96
H0731,bachelor,44,24237.14
H0732,master,33,28585.34
H0733,bachelor,49,29569.34
H0734,bachelor,25,11213.96
H0735,high_school,45,4279.94
H0736,bachelor,24,14503.74
H0737,master,30,38338.38
H0738,master,49,32365.39
H0739,bachelor,51,11912.35
H0740,bachelor,38,13826.19
H0741,bachelor,24,12176.61
H0742,high_school,35,6754.19
H0743,bachelor,52,17514.35
H0744,bachelor,35,15139.72
H0745,bachelor,22,18378.12
H0746,high_school,46,5647.51
H0747,bachelor,31,15207.91
H0748,bachelor,57,32274.23
H0749,master,46,38098.95
H0750,bachelor,36,11557.4
H0751,high_school,33,6483.69
H0752,master,46,35397.03
H0753,bachelor,23,14353.9
H0754,high_school,52,11026.75
H0755,high_school,37,7047.06
H0756,master,39,38327.47
H0757,bachelor,26,7717.63
H0758,high_school,49,7096.52
H0759,master,22,32728.68
H0760,master,49,65317.16
H0761,master,47,28278.57
H0762,high_school,52,6801.16
H0763,high_school,51,11761.48
H0764,master,31,19826.2
H0765,high_school,54,5937.28
H0766,bachelor,27,18714.77
H0767,bachelor,52,18023.6
H0768,high_school,55,9211.96
H0769,high_school,27,4197.0
H0770,high_school,57,6576.36
H0771,master,27,26547.51
H0772,high_school,24,7885.78
H0773,bachelor,57,22681.69
H0774,high_school,45,3823.61
H0775,bachelor,25,11772.83
H0776,high_school,24,5082.88
H0777,high_school,51,6866.98
H0778,bachelor,45,11096.58
H0779,high_school,58,6544.69
H0780,bachelor,48,33508.61
H0781,bachelor,40,16993.28
H0782,bachelor,27,10372.6
H0783,high_school,52,4235.88
H0784,bachelor,49,18483.42
H0785,high_school,51,10270.73
H0786,high_school,53,6647.78
H0787,bachelor,24,11191.88
H0788,high_school,46,6106.67
H0789,bachelor,34,15753.74
H0790,high_school,28,8421.68
H0791,high_school,42,6851.03
H0792,high_school,25,6281.26
H0793,high_school,35,6680.3
H0794,high_school,50,10590.94
H0795,high_school,26,7272.79
H0796,bachelor,32,14757.36
H0797,high_school,30,4595.57
H0798,high_school,30,4593.45
H0799,bachelor,34,18957.68
