order_id,date,city,amount,qty,qty_missing,payment,flag_impossible,flag_outlier
SO2026152,2026-04-01,Shenzhen,354.1,5.0,0,not_applicable,False,False
SO2026153,2026-03-07,Shenzhen,342.67,3.0,0,not_applicable,False,False
SO2026154,2026-04-30,Shenzhen,693.09,1.0,0,unknown,False,False
SO2026155,2026-01-09,Shenzhen,0.5,2.0,0,unpaid,False,False
SO2026156,2026-03-22,Shenzhen,247.25,2.0,0,paid,False,False
SO2026157,2026-02-12,Guangzhou,933.25,8.0,0,paid,False,False
SO2026158,2026-01-13,Shenzhen,772.56,6.0,0,unknown,False,False
SO2026159,2026-03-12,Guangzhou,815.5,10.0,0,paid,False,False
SO2026160,2026-04-02,Guangzhou,357.94,1.0,0,unknown,False,False
SO2026161,2026-04-01,Shenzhen,1768.29,3.0,0,not_applicable,False,True
SO2026162,2026-03-24,Guangzhou,457.23,9.0,0,unpaid,False,False
SO2026163,2026-03-01,Guangzhou,0.2,8.0,0,not_applicable,False,False
SO2026164,2026-04-11,Shenzhen,1524.05,2.0,0,paid,False,False
SO2026166,2026-03-18,Shenzhen,669.04,3.0,0,not_applicable,False,False
SO2026167,2026-03-28,Guangzhou,727.93,3.0,0,unknown,False,False
SO2026168,2026-02-24,Guangzhou,0.4,10.0,0,not_applicable,False,False
SO2026169,2026-01-13,Shenzhen,601.11,1.0,0,paid,False,False
SO2026170,2026-03-12,Guangzhou,0.7,1.0,0,unknown,False,False
SO2026171,2026-04-11,Shenzhen,632.53,9.0,0,paid,False,False
SO2026172,2026-02-25,Guangzhou,0.3,10.0,0,not_applicable,False,False
SO2026173,2026-01-05,Shenzhen,871.7,1.0,0,paid,False,False
SO2026174,2026-03-04,Shenzhen,400.19,6.0,1,paid,False,False
SO2026175,2026-03-13,Shenzhen,308.9,8.0,0,paid,False,False
SO2026176,2026-04-05,Guangzhou,406.59,3.0,0,unpaid,False,False
SO2026177,2026-03-26,Shenzhen,340.88,8.0,0,not_applicable,False,False
SO2026178,2026-01-27,Shenzhen,1009.85,7.0,0,not_applicable,False,False
SO2026179,2026-04-02,Shenzhen,208.76,6.0,0,paid,False,False
SO2026180,2026-01-02,Guangzhou,962.35,1.0,0,unpaid,False,False
SO2026181,2026-03-04,Shenzhen,316.19,6.0,1,not_applicable,False,False
SO2026182,2026-04-26,Shenzhen,1.1,4.0,0,paid,False,False
SO2026183,2026-04-13,Guangzhou,673.34,9.0,0,unknown,False,False
SO2026184,2026-01-12,Guangzhou,0.2,3.0,0,unpaid,False,False
SO2026185,2026-03-18,Guangzhou,1022.72,8.0,0,not_applicable,False,False
SO2026186,2026-04-18,Guangzhou,880.61,6.0,1,unknown,False,False
SO2026187,2026-03-21,Shenzhen,238.6,9.0,0,unknown,False,False
SO2026188,2026-04-13,Shenzhen,688.0,3.0,0,not_applicable,False,False
SO2026189,2026-01-16,Guangzhou,0.7,3.0,0,unknown,False,False
SO2026190,2026-04-16,Guangzhou,846.82,6.0,1,not_applicable,False,False
SO2026191,2026-04-18,Shenzhen,1337.61,6.0,0,paid,False,False
SO2026192,2026-02-08,Shenzhen,579.99,7.0,0,not_applicable,False,False
SO2026193,2026-04-13,Shenzhen,580.47,6.0,0,paid,False,False
SO2026194,2026-01-28,Shenzhen,584.17,5.0,0,paid,False,False
SO2026195,2026-02-17,Guangzhou,2274.29,2.0,0,unpaid,False,True
SO2026196,2026-02-10,Shenzhen,620.78,3.0,0,not_applicable,False,False
SO2026197,2026-02-02,Guangzhou,98.71,7.0,0,not_applicable,False,False
SO2026198,2026-04-13,Shenzhen,401.5,4.0,0,paid,False,False
SO2026199,2026-02-02,Guangzhou,0.2,9.0,0,unpaid,False,False
SO2026200,2026-04-06,Shenzhen,477.33,1.0,0,paid,False,False
SO2026201,2026-01-08,Shenzhen,771.6,9.0,0,unpaid,False,False
SO2026202,2026-04-08,Guangzhou,442.65,4.0,0,not_applicable,False,False
SO2026203,2026-02-07,Guangzhou,3799.77,4.0,0,paid,False,True
SO2026204,2026-01-05,Guangzhou,280.11,5.0,0,not_applicable,False,False
SO2026205,2026-03-11,Shenzhen,345.23,2.0,0,unpaid,False,False
SO2026206,2026-04-08,Guangzhou,1297.58,9.0,0,unpaid,False,False
SO2026207,2026-04-03,Guangzhou,247.83,7.0,0,paid,False,False
SO2026208,2026-04-13,Shenzhen,304.43,1.0,0,unknown,False,False
SO2026209,2026-01-13,Shenzhen,553.01,7.0,0,unknown,False,False
SO2026210,2026-03-19,Guangzhou,794.28,2.0,0,unknown,False,False
SO2026211,2026-02-18,Shenzhen,194.71,2.0,0,not_applicable,False,False
SO2026212,2026-01-27,Shenzhen,573.71,10.0,0,unknown,False,False
SO2026213,2026-03-01,Shenzhen,263.07,9.0,0,unpaid,False,False
SO2026214,2026-03-30,Shenzhen,342.02,7.0,0,not_applicable,False,False
SO2026215,2026-02-21,Guangzhou,0.5,7.0,0,unknown,False,False
SO2026216,2026-03-30,Guangzhou,242.31,8.0,0,paid,False,False
SO2026217,2026-02-28,Shenzhen,1.5,6.0,0,not_applicable,False,False
SO2026218,2026-03-20,Shenzhen,0.6,7.0,0,not_applicable,False,False
SO2026219,2026-03-15,Shenzhen,462.5,2.0,0,not_applicable,False,False
SO2026220,2026-04-13,Guangzhou,344.61,8.0,0,paid,False,False
SO2026221,2026-01-10,Shenzhen,116.47,6.0,1,unknown,False,False
SO2026222,2026-02-03,Shenzhen,1.1,6.0,1,paid,False,False
SO2026223,2026-01-14,Guangzhou,203.84,1.0,0,paid,False,False
SO2026224,2026-01-29,Shenzhen,1.2,2.0,0,paid,False,False
SO2026225,2026-02-17,Guangzhou,1438.24,2.0,0,paid,False,False
SO2026226,2026-04-22,Shenzhen,580.79,6.0,1,paid,False,False
SO2026227,2026-01-14,Shenzhen,1563.78,6.0,0,paid,False,False
SO2026228,2026-01-28,Shenzhen,1.0,10.0,0,paid,False,False
SO2026229,2026-03-07,Guangzhou,541.73,4.0,0,unpaid,False,False
SO2026230,2026-02-08,Guangzhou,391.59,7.0,0,not_applicable,False,False
SO2026231,2026-04-07,Guangzhou,703.82,6.0,0,not_applicable,False,False
SO2026232,2026-02-07,Shenzhen,362.78,7.0,0,not_applicable,False,False
SO2026233,2026-01-25,Guangzhou,0.4,3.0,0,unknown,False,False
SO2026234,2026-01-02,Guangzhou,0.4,1.0,0,paid,False,False
SO2026235,2026-01-20,Guangzhou,0.6,8.0,0,paid,False,False
SO2026236,2026-01-17,Shenzhen,145.78,1.0,0,paid,False,False
SO2026237,2026-02-27,Shenzhen,745.12,3.0,0,paid,False,False
SO2026238,2026-04-15,Shenzhen,3366.86,5.0,0,paid,False,True
SO2026239,2026-04-20,Guangzhou,435.22,6.0,0,paid,False,False
SO2026240,2026-03-18,Shenzhen,154.23,6.0,1,unpaid,False,False
SO2026241,2026-01-16,Guangzhou,0.4,1.0,0,not_applicable,False,False
SO2026242,2026-03-01,Shenzhen,0.6,11.0,0,paid,False,False
SO2026243,2026-03-24,Guangzhou,1.0,7.0,0,not_applicable,False,False
SO2026244,2026-01-02,Shenzhen,0.4,5.0,0,not_applicable,False,False
SO2026245,2026-03-26,Guangzhou,689.68,2.0,0,not_applicable,False,False
SO2026246,2026-01-22,Shenzhen,0.6,6.0,1,not_applicable,False,False
SO2026247,2026-03-14,Guangzhou,352.76,11.0,0,not_applicable,False,False
SO2026248,2026-02-12,Shenzhen,573.19,10.0,0,paid,False,False
SO2026249,2026-01-18,Guangzhou,1.3,8.0,0,not_applicable,False,False
SO2026250,2026-01-28,Shenzhen,0.2,5.0,0,paid,False,False
SO2026251,2026-01-30,Shenzhen,631.46,5.0,0,paid,False,False
SO2026252,2026-03-18,Guangzhou,0.3,9.0,0,unpaid,False,False
SO2026253,2026-04-10,Guangzhou,485.54,10.0,0,not_applicable,False,False
SO2026254,2026-01-20,Shenzhen,123.15,1.0,0,not_applicable,False,False
SO2026255,2026-01-24,Guangzhou,832.09,8.0,0,paid,False,False
SO2026256,2026-01-04,Shenzhen,0.9,9.0,0,paid,False,False
SO2026257,2026-01-08,Guangzhou,182.6,11.0,0,unpaid,False,False
SO2026258,2026-01-18,Shenzhen,530.68,7.0,0,not_applicable,False,False
SO2026259,2026-04-23,Shenzhen,138.17,2.0,0,unpaid,False,False
SO2026260,2026-02-03,Guangzhou,1210.5,4.0,0,not_applicable,False,False
SO2026262,2026-01-01,Shenzhen,710.83,6.0,1,unpaid,False,False
SO2026263,2026-03-30,Shenzhen,1052.18,6.0,1,not_applicable,False,False
SO2026264,2026-02-13,Guangzhou,547.4,8.0,0,paid,False,False
SO2026265,2026-02-01,Guangzhou,815.38,5.0,0,paid,False,False
SO2026266,2026-04-03,Guangzhou,686.43,3.0,0,not_applicable,False,False
SO2026267,2026-01-29,Shenzhen,293.7,6.0,0,paid,False,False
SO2026268,2026-03-24,Guangzhou,404.75,1.0,0,paid,False,False
SO2026269,2026-04-09,Shenzhen,0.2,9.0,0,paid,False,False
SO2026270,2026-01-16,Shenzhen,2552.22,6.0,1,unpaid,False,True
SO2026271,2026-02-04,Guangzhou,1438.14,6.0,0,unknown,False,False
SO2026272,2026-03-24,Guangzhou,503.11,6.0,0,paid,False,False
SO2026273,2026-02-18,Guangzhou,257.38,9.0,0,paid,False,False
SO2026274,2026-04-01,Shenzhen,523.54,4.0,0,unpaid,False,False
SO2026275,2026-04-10,Shenzhen,400.23,6.0,1,paid,False,False
SO2026276,2026-04-28,Shenzhen,280.54,7.0,0,paid,False,False
SO2026277,2026-01-26,Shenzhen,200.6,5.0,0,not_applicable,False,False
SO2026278,2026-03-26,Guangzhou,0.4,3.0,0,not_applicable,False,False
SO2026279,2026-01-19,Guangzhou,400.83,1.0,0,unknown,False,False
SO2026280,2026-03-04,Shenzhen,0.6,4.0,0,not_applicable,False,False
SO2026281,2026-03-13,Guangzhou,328.36,11.0,0,not_applicable,False,False
SO2026283,2026-02-20,Shenzhen,285.78,6.0,1,not_applicable,False,False
SO2026284,2026-01-23,Shenzhen,1303.01,4.0,0,paid,False,False
SO2026285,2026-01-09,Guangzhou,487.01,4.0,0,not_applicable,False,False
SO2026286,2026-03-24,Shenzhen,1543.7,10.0,0,not_applicable,False,False
SO2026287,2026-01-07,Guangzhou,252.1,11.0,0,unpaid,False,False
SO2026288,2026-03-10,Guangzhou,110.2,4.0,0,paid,False,False
SO2026289,2026-01-09,Guangzhou,233.32,5.0,0,not_applicable,False,False
SO2026290,2026-03-06,Guangzhou,833.35,8.0,0,paid,False,False
SO2026291,2026-04-14,Shenzhen,400.53,8.0,0,paid,False,False
SO2026292,2026-02-12,Shenzhen,285.11,3.0,0,paid,False,False
SO2026293,2026-03-13,Shenzhen,1676.11,6.0,1,not_applicable,False,True
SO2026294,2026-01-06,Guangzhou,386.43,8.0,0,paid,False,False
SO2026295,2026-02-24,Guangzhou,0.5,8.0,0,paid,False,False
SO2026296,2026-03-26,Shenzhen,2494.86,1.0,0,paid,False,True
SO2026297,2026-02-24,Shenzhen,2.1,10.0,0,paid,False,False
SO2026298,2026-02-21,Shenzhen,253.66,6.0,1,paid,False,False
SO2026299,2026-01-15,Guangzhou,692.92,6.0,0,paid,False,False
SO2026300,2026-04-25,Guangzhou,0.4,6.0,1,unknown,False,False
SO2026301,2026-03-24,Guangzhou,0.1,1.0,0,not_applicable,False,False
SO2026302,2026-03-03,Guangzhou,355.85,7.0,0,paid,False,False
SO2026303,2026-02-02,Shenzhen,917.75,4.0,0,unpaid,False,False
SO2026304,2026-02-24,Shenzhen,419.96,3.0,0,paid,False,False
SO2026305,2026-01-04,Shenzhen,0.9,3.0,0,paid,False,False
SO2026306,2026-02-03,Shenzhen,1101.83,1.0,0,paid,False,False
SO2026308,2026-03-02,Shenzhen,439.89,6.0,1,unpaid,False,False
SO2026309,2026-03-08,Guangzhou,281.03,4.0,0,unknown,False,False
SO2026310,2026-01-30,Shenzhen,438.83,6.0,1,unknown,False,False
SO2026311,2026-02-15,Shenzhen,0.9,1.0,0,unpaid,False,False
SO2026312,2026-01-04,Shenzhen,778.36,6.0,1,not_applicable,False,False
SO2026313,2026-04-08,Guangzhou,459.27,8.0,0,paid,False,False
SO2026314,2026-03-24,Shenzhen,143.13,8.0,0,paid,False,False
SO2026315,2026-03-04,Shenzhen,754.7,11.0,0,paid,False,False
SO2026316,2026-03-15,Shenzhen,1085.09,10.0,0,unpaid,False,False
SO2026317,2026-04-26,Shenzhen,3612.48,4.0,0,unpaid,False,True
SO2026318,2026-01-04,Shenzhen,1758.51,6.0,1,not_applicable,False,True
SO2026319,2026-01-30,Shenzhen,980.0,8.0,0,unknown,False,False
SO2026320,2026-03-10,Guangzhou,188.46,1.0,0,paid,False,False
SO2026321,2026-03-30,Shenzhen,232.07,6.0,0,paid,False,False
SO2026322,2026-01-03,Guangzhou,0.2,11.0,0,paid,False,False
SO2026323,2026-04-12,Guangzhou,1137.05,2.0,0,unknown,False,False
SO2026324,2026-04-20,Shenzhen,1456.23,5.0,0,paid,False,False
SO2026325,2026-03-25,Shenzhen,658.95,6.0,1,paid,False,False
SO2026327,2026-04-18,Shenzhen,366.37,11.0,0,not_applicable,False,False
SO2026328,2026-01-23,Shenzhen,150.08,4.0,0,paid,False,False
SO2026329,2026-02-25,Shenzhen,746.55,6.0,0,unknown,False,False
SO2026330,2026-01-09,Shenzhen,233.53,4.0,0,paid,False,False
SO2026331,2026-01-23,Shenzhen,0.1,6.0,1,paid,False,False
SO2026332,2026-04-22,Guangzhou,666.88,5.0,0,paid,False,False
SO2026333,2026-03-31,Shenzhen,1195.89,8.0,0,unknown,False,False
SO2026334,2026-02-07,Shenzhen,252.97,11.0,0,paid,False,False
SO2026335,2026-02-22,Shenzhen,359.14,2.0,0,unknown,False,False
SO2026336,2026-04-30,Guangzhou,167.4,4.0,0,paid,False,False
SO2026337,2026-02-14,Shenzhen,522.4,4.0,0,unpaid,False,False
SO2026338,2026-04-03,Shenzhen,212.6,5.0,0,paid,False,False
SO2026339,2026-04-14,Shenzhen,630.17,5.0,0,unknown,False,False
SO2026340,2026-04-23,Guangzhou,1373.25,6.0,1,unpaid,False,False
SO2026341,2026-02-26,Shenzhen,124.02,1.0,0,paid,False,False
SO2026342,2026-04-21,Shenzhen,0.9,9.0,0,unknown,False,False
SO2026343,2026-04-09,Shenzhen,1094.31,5.0,0,paid,False,False
SO2026344,2026-03-30,Guangzhou,0.4,6.0,1,not_applicable,False,False
SO2026345,2026-02-13,Guangzhou,3836.68,4.0,0,paid,False,True
SO2026346,2026-03-20,Guangzhou,583.75,9.0,0,paid,False,False
SO2026347,2026-02-25,Shenzhen,402.1,5.0,0,not_applicable,False,False
SO2026348,2026-01-20,Shenzhen,0.4,3.0,0,not_applicable,False,False
SO2026349,2026-04-14,Shenzhen,1480.71,3.0,0,not_applicable,False,False
SO2026350,2026-04-18,Guangzhou,0.2,10.0,0,paid,False,False
SO2026351,2026-02-26,Shenzhen,0.2,6.0,1,unknown,False,False
SO2026352,2026-04-25,Guangzhou,0.2,11.0,0,paid,False,False
SO2026353,2026-04-27,Shenzhen,464.74,8.0,0,not_applicable,False,False
SO2026354,2026-04-10,Shenzhen,934.68,9.0,0,unknown,False,False
SO2026355,2026-02-01,Shenzhen,536.61,1.0,0,not_applicable,False,False
SO2026356,2026-04-19,Shenzhen,538.5,11.0,0,unknown,False,False
SO2026357,2026-04-25,Shenzhen,1211.64,8.0,0,paid,False,False
SO2026358,2026-01-01,Guangzhou,273.29,11.0,0,not_applicable,False,False
SO2026359,2026-04-17,Guangzhou,738.06,8.0,0,paid,False,False
SO2026361,2026-02-17,Shenzhen,503.64,11.0,0,not_applicable,False,False
SO2026362,2026-01-26,Guangzhou,409.34,6.0,1,not_applicable,False,False
SO2026363,2026-01-08,Shenzhen,323.03,10.0,0,unpaid,False,False
SO2026364,2026-01-27,Guangzhou,469.22,5.0,0,paid,False,False
SO2026365,2026-03-14,Shenzhen,873.65,6.0,1,not_applicable,False,False
SO2026366,2026-01-05,Guangzhou,2721.5,3.0,0,not_applicable,False,True
SO2026367,2026-02-27,Guangzhou,625.44,8.0,0,unknown,False,False
SO2026368,2026-03-21,Shenzhen,135.41,6.0,1,not_applicable,False,False
SO2026369,2026-02-19,Guangzhou,0.3,4.0,0,paid,False,False
SO2026370,2026-03-09,Shenzhen,0.2,6.0,1,not_applicable,False,False
SO2026371,2026-04-09,Shenzhen,1148.88,3.0,0,not_applicable,False,False
