order_id,date,store_id,amount,qty,channel,source
Q2-2023,2026-06-03,S06,204.14,6,store,Q2
Q2-2024,2026-04-15,S07,612.28,1,online,Q2
Q2-2025,2026-06-10,S08,620.1,6,store,Q2
Q2-2026,2026-06-12,S07,392.83,6,online,Q2
Q2-2027,2026-05-30,S08,410.7,8,store,Q2
Q2-2028,2026-06-17,S06,220.78,7,store,Q2
Q2-2029,2026-05-26,S08,702.66,7,store,Q2
Q2-2030,2026-04-08,S03,608.08,1,online,Q2
Q2-2031,2026-05-21,S01,501.4,2,online,Q2
Q2-2032,2026-04-25,S02,621.69,2,store,Q2
Q2-2033,2026-06-22,S01,432.74,4,store,Q2
Q2-2034,2026-06-14,S05,887.89,1,online,Q2
Q2-2035,2026-06-03,S07,846.49,6,online,Q2
Q2-2036,2026-05-31,S05,340.89,8,online,Q2
Q2-2037,2026-05-13,S07,575.23,4,store,Q2
Q2-2038,2026-06-09,S08,681.6,3,store,Q2
Q2-2039,2026-04-27,S04,437.27,2,online,Q2
Q2-2040,2026-04-15,S04,490.11,8,store,Q2
Q2-2041,2026-04-29,S03,346.16,4,store,Q2
Q2-2042,2026-06-23,S08,437.64,6,online,Q2
Q2-2043,2026-05-15,S01,501.75,2,online,Q2
Q2-2044,2026-06-07,S08,109.23,7,online,Q2
Q2-2045,2026-05-17,S05,581.14,3,online,Q2
Q2-2046,2026-06-29,S01,364.16,7,store,Q2
Q2-2047,2026-06-15,S06,886.15,5,store,Q2
Q2-2048,2026-05-14,S07,256.06,4,online,Q2
Q2-2049,2026-05-11,S01,527.44,6,store,Q2
Q2-2050,2026-05-31,S08,1007.37,4,store,Q2
Q2-2051,2026-05-08,S08,391.52,7,store,Q2
Q2-2052,2026-04-17,S04,172.57,1,online,Q2
Q2-2053,2026-06-17,S08,471.47,7,store,Q2
Q2-2054,2026-05-08,S03,339.08,3,store,Q2
Q2-2055,2026-04-11,S01,347.29,3,store,Q2
Q2-2056,2026-06-17,S06,561.45,5,store,Q2
Q2-2057,2026-06-29,S01,258.0,6,store,Q2
Q2-2058,2026-06-10,S07,571.47,3,store,Q2
Q2-2059,2026-04-17,S07,1178.46,6,store,Q2
Q2-2060,2026-05-20,S07,190.68,7,online,Q2
Q2-2061,2026-06-15,S03,494.64,6,store,Q2
Q2-2062,2026-05-30,S02,751.9,8,store,Q2
Q2-2063,2026-06-13,S01,1153.05,3,online,Q2
Q2-2064,2026-06-22,S04,604.91,5,store,Q2
Q2-2065,2026-04-25,S05,380.58,2,store,Q2
Q2-2066,2026-05-01,S06,615.23,5,store,Q2
Q2-2067,2026-04-02,S05,332.58,8,online,Q2
Q2-2068,2026-05-19,S05,496.58,4,store,Q2
Q2-2069,2026-05-07,S01,670.82,6,store,Q2
Q2-2070,2026-06-28,S07,552.25,4,online,Q2
Q2-2071,2026-06-11,S04,297.71,1,online,Q2
Q2-2072,2026-04-29,S08,288.57,4,online,Q2
Q2-2073,2026-06-17,S07,628.75,8,store,Q2
Q2-2074,2026-04-26,S07,710.13,4,store,Q2
Q2-2075,2026-04-08,S04,1466.95,3,online,Q2
Q2-2076,2026-06-07,S02,111.79,5,online,Q2
Q2-2077,2026-06-22,S01,558.18,2,store,Q2
Q2-2078,2026-04-20,S02,499.83,8,store,Q2
Q2-2079,2026-05-08,S03,1015.63,8,online,Q2
Q2-2080,2026-06-26,S03,332.98,2,store,Q2
Q2-2081,2026-05-17,S02,732.03,6,online,Q2
Q2-2082,2026-04-09,S02,302.49,7,online,Q2
Q2-2083,2026-04-04,S04,381.94,6,store,Q2
Q2-2084,2026-06-23,S08,305.9,1,online,Q2
Q2-2085,2026-06-06,S08,273.34,8,online,Q2
Q2-2086,2026-05-30,S08,522.54,8,store,Q2
Q2-2087,2026-04-15,S03,142.98,3,store,Q2
Q2-2088,2026-05-26,S06,1066.2,7,store,Q2
Q2-2089,2026-05-19,S03,1359.46,6,store,Q2
Q2-2090,2026-06-13,S05,211.31,8,store,Q2
Q2-2091,2026-05-08,S06,620.05,5,store,Q2
Q2-2092,2026-06-23,S08,213.06,5,store,Q2
Q2-2093,2026-06-08,S04,398.2,3,store,Q2
Q2-2094,2026-05-16,S05,376.94,4,store,Q2
Q2-2095,2026-04-24,S07,728.96,6,online,Q2
Q2-2096,2026-05-23,S03,709.74,2,store,Q2
Q2-2097,2026-04-28,S07,643.02,4,store,Q2
Q2-2098,2026-06-14,S05,794.87,1,online,Q2
Q2-2099,2026-04-30,S08,133.62,8,store,Q2
Q2-2100,2026-06-30,S06,453.67,8,store,Q2
Q2-2101,2026-06-20,S03,261.58,5,store,Q2
Q2-2102,2026-06-03,S05,1177.55,3,online,Q2
Q2-2103,2026-06-16,S04,723.98,6,store,Q2
Q2-2104,2026-04-25,S05,1881.22,3,store,Q2
Q2-2105,2026-04-03,S02,502.87,2,store,Q2
Q2-2106,2026-04-10,S02,517.2,7,store,Q2
Q2-2107,2026-05-16,S07,230.14,8,store,Q2
Q2-2108,2026-05-06,S08,695.28,2,online,Q2
Q2-2109,2026-04-19,S05,202.24,6,online,Q2
Q2-2110,2026-05-27,S04,764.21,7,online,Q2
Q2-2111,2026-06-02,S05,610.25,8,online,Q2
Q2-2112,2026-05-31,S06,434.64,5,store,Q2
Q2-2113,2026-05-16,S03,179.02,6,store,Q2
Q2-2114,2026-05-10,S02,440.26,5,store,Q2
Q2-2115,2026-04-01,S04,600.69,7,online,Q2
Q2-2116,2026-05-20,S03,452.39,7,store,Q2
Q2-2117,2026-05-14,S03,633.32,6,store,Q2
Q2-2118,2026-06-25,S01,213.58,4,store,Q2
Q2-2119,2026-06-20,S01,482.62,8,online,Q2
Q2-2120,2026-04-02,S05,760.35,3,store,Q2
Q2-2121,2026-04-18,S02,189.14,8,store,Q2
Q2-2122,2026-06-28,S07,303.07,4,online,Q2
Q2-2123,2026-05-29,S01,473.25,2,store,Q2
Q2-2124,2026-05-24,S06,486.8,1,store,Q2
Q2-2125,2026-06-27,S03,348.06,8,store,Q2
Q2-2126,2026-04-12,S06,759.1,3,online,Q2
Q2-2127,2026-05-19,S04,579.41,4,store,Q2
Q2-2128,2026-05-28,S05,848.81,8,online,Q2
Q2-2129,2026-04-27,S04,1275.1,2,online,Q2
Q2-2130,2026-05-05,S02,255.29,4,online,Q2
Q2-2131,2026-05-09,S07,374.28,2,online,Q2
Q2-2132,2026-05-04,S04,1650.15,1,store,Q2
Q2-2133,2026-04-27,S04,387.81,6,online,Q2
Q2-2134,2026-06-29,S04,937.59,1,store,Q2
Q2-2135,2026-06-16,S07,374.82,1,store,Q2
Q2-2136,2026-05-03,S05,158.05,3,store,Q2
Q2-2137,2026-04-13,S08,360.71,8,store,Q2
Q2-2138,2026-04-04,S04,1006.06,2,store,Q2
Q2-2139,2026-05-23,S08,360.32,4,store,Q2
Q2-2140,2026-05-07,S05,397.46,2,store,Q2
Q2-2141,2026-05-17,S03,621.21,1,online,Q2
Q2-2142,2026-05-13,S05,534.93,4,store,Q2
Q2-2143,2026-06-22,S03,450.13,7,online,Q2
Q2-2144,2026-06-13,S03,558.05,7,store,Q2
Q2-2145,2026-04-17,S01,701.76,1,store,Q2
Q2-2146,2026-05-22,S06,446.29,8,store,Q2
Q2-2147,2026-04-26,S07,145.56,6,online,Q2
Q2-2148,2026-06-23,S05,854.74,8,store,Q2
Q2-2149,2026-04-04,S04,492.03,7,online,Q2
Q2-2150,2026-06-14,S07,446.42,1,store,Q2
Q2-2151,2026-05-05,S05,360.92,4,online,Q2
Q2-2152,2026-04-24,S06,326.93,5,store,Q2
Q2-2153,2026-06-14,S08,1840.49,3,online,Q2
Q2-2154,2026-06-22,S07,163.26,5,online,Q2
Q2-2155,2026-04-26,S01,512.58,4,online,Q2
Q2-2156,2026-04-10,S01,418.02,4,online,Q2
Q2-2157,2026-06-15,S06,423.04,5,online,Q2
Q2-2158,2026-05-14,S08,405.85,7,store,Q2
Q2-2159,2026-05-31,S06,903.61,8,store,Q2
Q2-2160,2026-04-22,S07,818.51,8,online,Q2
Q2-2161,2026-06-11,S04,942.11,4,store,Q2
Q2-2162,2026-06-11,S01,623.5,7,store,Q2
Q2-2163,2026-04-11,S02,378.28,1,store,Q2
Q2-2164,2026-04-25,S04,142.85,2,online,Q2
Q2-2165,2026-06-11,S03,353.8,6,online,Q2
Q2-2166,2026-04-10,S01,351.89,7,store,Q2
Q2-2167,2026-04-19,S08,132.01,8,store,Q2
Q2-2168,2026-06-02,S02,640.53,2,online,Q2
Q2-2169,2026-04-13,S08,165.04,6,store,Q2
Q2-2170,2026-05-18,S02,898.98,2,store,Q2
Q2-2171,2026-05-27,S05,1350.23,2,store,Q2
Q2-2172,2026-04-29,S01,915.25,4,store,Q2
Q2-2173,2026-04-16,S08,1037.86,1,online,Q2
Q2-2174,2026-05-09,S03,458.67,8,store,Q2
Q2-2175,2026-04-01,S01,204.57,3,online,Q2
Q2-2176,2026-05-06,S03,678.47,3,online,Q2
Q2-2177,2026-06-22,S06,371.31,7,online,Q2
Q2-2178,2026-06-28,S01,736.4,3,store,Q2
Q2-2179,2026-06-19,S07,635.52,3,online,Q2
Q2-2180,2026-05-13,S08,1307.37,7,online,Q2
Q2-2181,2026-06-09,S03,255.09,6,store,Q2
Q2-2182,2026-05-21,S03,212.86,3,online,Q2
Q2-2183,2026-06-29,S04,379.18,7,online,Q2
Q2-2184,2026-05-02,S05,404.14,6,online,Q2
Q2-2185,2026-05-14,S07,287.28,6,store,Q2
Q2-2186,2026-06-22,S03,538.8,4,online,Q2
Q2-2187,2026-04-24,S06,758.0,4,online,Q2
Q2-2188,2026-06-04,S05,378.85,1,store,Q2
Q2-2189,2026-06-25,S02,387.69,5,store,Q2
Q2-2190,2026-04-10,S04,652.68,4,online,Q2
Q2-2191,2026-04-20,S02,387.3,2,store,Q2
Q2-2192,2026-05-15,S04,431.44,1,store,Q2
Q2-2193,2026-05-13,S08,882.36,7,store,Q2
Q2-2194,2026-05-14,S02,260.19,3,store,Q2
Q2-2195,2026-05-11,S02,539.92,6,store,Q2
Q2-2196,2026-05-26,S04,235.72,1,store,Q2
Q2-2197,2026-04-06,S03,748.1,7,store,Q2
Q2-2198,2026-06-05,S07,555.35,4,store,Q2
Q2-2199,2026-04-30,S08,300.54,3,store,Q2
Q2-2200,2026-06-26,S06,457.34,7,store,Q2
Q2-2201,2026-05-12,S01,1197.48,8,online,Q2
Q2-2202,2026-06-12,S06,914.17,6,store,Q2
Q2-2203,2026-04-23,S02,136.93,6,store,Q2
Q2-2204,2026-04-10,S05,441.26,4,online,Q2
Q2-2205,2026-06-05,S02,234.27,5,store,Q2
Q2-2206,2026-05-17,S04,234.31,2,store,Q2
Q2-2207,2026-05-17,S07,381.28,8,online,Q2
Q2-2208,2026-05-15,S05,361.11,8,store,Q2
Q2-2209,2026-05-12,S03,203.53,4,online,Q2
Q2-2210,2026-06-19,S05,1172.85,5,online,Q2
Q2-2211,2026-05-20,S05,779.16,2,store,Q2
Q2-2212,2026-05-31,S04,659.64,2,online,Q2
Q2-2213,2026-05-08,S08,881.81,8,store,Q2
Q2-2214,2026-04-26,S05,515.71,8,online,Q2
Q2-2215,2026-06-18,S02,383.33,7,store,Q2
Q2-2216,2026-05-17,S02,696.33,2,store,Q2
Q2-2217,2026-05-15,S01,803.37,7,store,Q2
Q2-2218,2026-04-14,S08,699.26,1,online,Q2
Q2-2219,2026-05-26,S05,727.43,7,store,Q2
Q2-2220,2026-06-11,S06,707.52,2,store,Q2
Q2-2221,2026-04-11,S07,611.79,7,online,Q2
Q2-2222,2026-05-09,S02,559.78,8,store,Q2
Q2-2223,2026-04-28,S05,1089.9,5,store,Q2
Q2-2224,2026-05-25,S03,210.88,7,online,Q2
Q2-2225,2026-04-25,S02,730.33,1,store,Q2
Q2-2226,2026-05-28,S06,254.22,8,store,Q2
Q2-2227,2026-06-03,S01,1262.98,5,store,Q2
Q2-2228,2026-05-09,S05,662.12,8,online,Q2
Q2-2229,2026-05-25,S07,440.71,5,store,Q2
Q2-2230,2026-06-15,S06,541.17,2,store,Q2
Q2-2231,2026-05-07,S03,456.63,8,store,Q2
Q2-2232,2026-05-14,S05,405.55,6,online,Q2
Q2-2233,2026-05-30,S07,208.19,7,store,Q2
Q2-2234,2026-04-06,S05,795.94,4,online,Q2
Q2-2235,2026-06-25,S05,221.52,8,online,Q2
Q2-2236,2026-06-30,S02,161.85,6,store,Q2
Q2-2237,2026-04-25,S06,424.32,7,store,Q2
Q2-2238,2026-04-29,S01,723.35,4,online,Q2
Q2-2239,2026-04-20,S02,175.29,2,store,Q2
Q2-2240,2026-04-09,S02,275.93,2,online,Q2
Q2-2241,2026-04-19,S04,883.64,7,online,Q2
Q2-2242,2026-05-29,S07,360.06,2,online,Q2
Q2-2243,2026-05-26,S07,685.13,5,store,Q2
Q2-2244,2026-04-16,S03,720.21,1,online,Q2
Q2-2245,2026-06-12,S04,85.71,2,store,Q2
Q2-2246,2026-04-22,S08,1042.89,1,online,Q2
